N_N, Type_Host,Type_Loc,Type_Dir_cluster,Type_Dir,Type_NS,P_of_Sp,P_of_Sp_cluster,Host_Lemma,Host_Trans,
1727,human,in_personal.space (PRO),motion towards (lat__term),lat,,n,n,ила,мать,
1728,human_pro,in_personal.space (PRO),,lat,POSS_lat,pro_GEN__DAT__OBL,pro_OBL,ден>диб__дий,я,
1729,geo,in_inside.location,motion towards (lat__term),lat,,n_PL,n_PL,бел>бēбалъи,гора>горы,
1730,geo,in_inside.location,absence of movement,ess,,n_PL,n_PL,бел>бēбалъи,гора>горы,
1731,human,LOC (like russian),,lat,purpose?,n_GEN__OBL,n_OBL,цІцІе>цІцІеруб,гость_ гостья,
1732,human,near,motion towards (lat__term),lat,,n_GEN__OBL<adj=(shift)n,n_OBL,кIвахIаллъов,больной(человек),
1733,human,in_personal.space (PRO),motion towards (lat__term),lat,,n_GEN__OBL<adj=(shift)n,n_OBL,кIвахIаллъов,больной(человек),
1734,human_pro,in_personal.space (PRO),motion towards (lat__term),lat,,pro,pro,и́щи,мы,
1735,abstract,,,prolat,manner,MSD,MSD,беххилар,длина,
1736,abstract,,,prolat,manner,MSD,MSD,беххилар,длина,
1737,abstract,,,prolat,manner,MSD,MSD,беххилар,длина,
1738,human,POSS,,lat,POSS_lat,n,n,вацци,брат,
1739,container,in_container (DIS),motion towards (lat__term),lat,,n_PL,n_PL,къегьен>къегьемалъи,мешок>мешки,
1740,building_part,near,motion towards (lat__term),lat ,,n,n,бекьа́р,противоположная входу стена (комнаты_ огорода),
1741,human_pro,in_personal.space (PRO),,lat,POSS_lat,pro,pro,би́шди,вы,
1742,human_pro,POSS,,lat,POSS_lat,DEM,DEM,гьущý,3sg.M,
1743,human,in_personal.space (PRO),motion towards (lat__term),lat,,adj ,adj ,гьекIуб,чужой,
1744,human_pro,in_personal.space (PRO),,lat,POSS_lat,pro_GEN__DAT__OBL,pro_OBL,ден>диб__дий,я,
1745,human_pro,in_personal.space (PRO),motion towards (lat__term),lat,,pro,pro,и́щи,мы,
1746,human_pro,in_personal.space (PRO),motion towards (lat__term),lat,,DEM,DEM,гьущý,3sg.M,
1747,human,in_personal.space (PRO),motion towards (lat__term),lat,,n,n,гьалмагъ,друг_ приятель,
1748,human_pro,in_personal.space (PRO),motion towards (lat__term),lat,,DEM,DEM,гьу>гьулу,это>они,
1749,human_pro,in_personal.space (PRO),motion towards (lat__term),lat,,DEM,DEM,гьу>гьулу,это>они,
1750,human,in_personal.space (PRO),motion towards (lat__term),lat,,n_PL,n_PL,гьуду́л>гьудулзабалъи,друг>друзья,
1751,location,in_inside.location (DIS),prolative__prosecutive,prolat,,n_PL,n_PL,гьани>гьане,село>села,
1752,human_pro,near_contact,fictive motion,abl,,pro,pro,илIи,мы (инкл),
1753,toponym,in_inside.location,motion towards (lat__term),lat,,n,n,unclear,Ингушетия,
1754,abstract,,,,manner,MSD,MSD,"гъабир (ГЪАБRРХА нареч. в ширину; поперек)",ширина,
1755,abstract,,,,manner,MSD,MSD,"гъабир (ГЪАБRРХА нареч. в ширину; поперек)",ширина,
1756,abstract,,,,manner,MSD,MSD,"гъабир (ГЪАБRРХА нареч. в ширину; поперек)",ширина,
1757,abstract,,,prolat,manner,MSD,MSD,"гъабир (ГЪАБRРХА нареч. в ширину; поперек)",ширина,
1758,human_pro,in_personal.space (PRO),motion towards (lat__term),lat,,pro,pro,и́щи,мы,
1759,bodypart__edge_narrow.space,unclear,motion towards (lat__term),lat,unclear (instrument?),n,n,гъи́жи,бок,
1760,bodypart__edge_narrow.space,unclear,absence of movement,ess,unclear (instrument?),n,n,гъи́жи,бок,
1761,human_pro,POSS,,lat,POSS_lat,pro_GEN__OBL,pro_OBL,мин>дуб,ты,
1762,human,,,,motive,n_PL,n_PL,ма́кIи>ма́кIил,ребенок>дети,
1763,human,in_personal.space (PRO),motion towards (lat__term),lat,,n,n,ила,мать,
1764,human_aggr,in_personal.space (PRO),motion towards (lat__term),lat,,n,n,гIагарлъи,родня_ родственники,
1765,human_pro,in_personal.space (PRO),motion towards (lat__term),lat,,pro,pro,би́шди,вы,
1766,human_pro,in_personal.space (PRO),motion towards (lat__term),lat,,pro_GEN__DAT__OBL,pro_OBL,ден>диб__дий,я,
1767,human,in_personal.space (PRO),motion towards (lat__term),lat,,n_PL,n_PL,гьалмагъ>гьалмагъзабалъи,друг_ приятель,
1768,human,in_personal.space (PRO),,lat,POSS_lat,n,n,завхоз,завхоз,
1769,human_pro,in_personal.space (PRO),motion towards (lat__term),lat,,pro,pro,и́щи,мы,
1770,time_generic,,,lat,manner_redupl,n,n,заман,время_ пора,
1771,human,in_personal.space (PRO),,lat,POSS_lat,n,n,заместител,заместитель,
1772,human_pro,in_personal.space (PRO),motion towards (lat__term),lat,,pro,pro,и́щи,мы,
1773,human_pro,in_personal.space (PRO),motion towards (lat__term),lat,,pro,pro,и́щи,мы,
1774,human_pro,in_personal.space (PRO),absence of movement,ess,,pro,pro,илIи,мы (инкл),
1775,human_pro,in_personal.space (PRO),absence of movement,ess,,pro,pro,и́щи,мы,
1776,human_pro,in_personal.space (PRO),motion towards (lat__term),lat,,pro,pro,и́щи,мы,
1777,human,LOC (like russian),,lat,purpose?,n_GEN__OBL,n_OBL,цІцІе>цІцІеруб,гость_ гостья,
